"scrapeDate","vehicleHistUseType","vehicleHistTitleStatus","fuelType","driveType","engineInfo","interiorColor","exteriorColor","priceClassDiffDirection","city","state","allFeatures","listingDateDiff","vehicleHistNumOwners","vehicleHistAccidents","mileage","monthlyPayment","priceClassDiffAmt","mileageRatingCity","mileageRatingHighway","accidentN","ownersN","listPrice","priceClassification","great_price_prob","excellent_price_prob","is_excellent","is_great","deal_score"
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Hayward"," CA","ABS (4-Wheel) ~  Air Conditioning ~  AM/FM Stereo ~  Backup Camera ~  Bluetooth Wireless ~  Daytime Running Lights ~  Dual Air Bags ~  Dynamic Cruise Control ~  F&amp;R Head Curtain Air Bags ~  Hill Start Assist Control ~  Keyless Entry ~  Knee Air Bags ~  Lane Departure Alert ~  LED Headlamps ~  Power Door Locks ~  Power Steering ~  Power Windows ~  Remote Trunk Release",-1,1,0,61491,307,-721,30,38,0,1,18497,"Excellent Price",0.3,0.692,1,0,0.992
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Midlothian"," VA","ABS Brakes ~ Air Conditioning ~ Alloy Wheels ~ AM/FM Radio ~ CD Player ~ Child Safety Door Locks ~ Cruise Control ~ Daytime Running Lights ~ Driver Airbag ~ Electronic Brake Assistance ~ First Aid Kit ~ Fog Lights ~ Front Side Airbag ~ Interval Wipers ~ Leather Steering Wheel ~ Passenger Airbag ~ Power Door Locks ~ Power Sunroof",-22,3,0,107527,232,-632,29,37,0,0,13975,"Excellent Price",0.136,0.854,1,0,0.99
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Fort Washington"," MD","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial ~ Front anti-roll bar ~ Knee airbag",-131,1,0,48811,284,-837,30,38,0,1,17148,"Excellent Price",0.228,0.762,1,0,0.99
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Cream","Classic Silver Metallic","below","Pompano Beach"," FL","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar ~ Front wheel independent suspension ~ Knee airbag",-29,1,0,96699,207,-958,27,36,0,1,12489,"Excellent Price",0.142,0.848,1,0,0.99
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Fullerton"," CA","Front Head Room : 37.9 In ~ Front Hip Room : 53.0 In",0,2,0,112568,147,-614,26,34,0,0,8899,"Excellent Price",0.1,0.888,1,0,0.988
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Norfolk"," VA","ABS Brakes ~ Air Conditioning ~ Alloy Wheels ~ AM/FM Radio ~ CD Player ~ Child Safety Door Locks ~ Cruise Control ~ Daytime Running Lights ~ Driver Airbag ~ Electronic Brake Assistance ~ Fog Lights ~ Front Air Dam ~ Front Side Airbag ~ Heated Exterior Mirror ~ Interval Wipers ~ Keyless Entry ~ Passenger Airbag ~ Power Adjustable Exterior Mirror",-48,2,0,99366,174,-798,26,34,0,2,10495,"Excellent Price",0.042,0.946,1,0,0.988
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Beige","Classic Silver Metallic","below","Portland"," OR","4-Cyl 1.8 Liter ~ Automatic ~ FWD ~ ABS (4-Wheel) ~ Air Conditioning ~ Power Windows ~ Power Door Locks ~ Power Steering ~ Tilt Wheel ~ AM/FM Stereo ~ CD/MP3 (Single Disc) ~ Dual Air Bags",-19,3,0,126338,120,-639,30,38,0,3,7223,"Excellent Price",0.132,0.856,1,0,0.988
"2023-02-23","Rental Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Hollywood"," FL","Wheels: 16"" Wide Vent Steel ~ Front Bucket Seats ~ Premium Fabric Seat Trim ~ Radio: Audio AM/FM w/Navigation ~ 4-Wheel Disc Brakes ~ 6 Speakers ~ Air Conditioning ~ Electronic Stability Control ~ Front Center Armrest ~ Tachometer ~ ABS brakes ~ Automatic temperature control ~ Brake assist ~ Bumpers: body-color ~ Delay-off headlights ~ Driver door bin ~ Driver vanity mirror ~ Dual front impact airbags",-30,1,0,59261,273,-885,30,38,0,0,16495,"Excellent Price",0.122,0.866,1,0,0.988
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Celestite Gray Metallic","below","Hollywood"," FL","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 132 Horsepower ~ 6000 Horsepower RPM ~ 128 Torque ~ 4400 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ 29 EPA City Fuel Economy ~ 37 EPA Highway Fuel Economy ~ 32 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable ~ 1 Gear Number ~ 2.48 First Gear Ratio ~ 2.6 Reverse Gear Ratio ~ Disc Front Brakes",-30,4,0,77501,215,-621,29,37,0,4,12988,"Excellent Price",0.112,0.876,1,0,0.988
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Charcoal","Classic Silver Metallic","below","Goodyear"," AZ","6 Speakers ~ AM/FM radio ~ AM/FM/CD Player w/MP3/WMA Capability ~ CD player ~ MP3 decoder ~ Radio data system ~ Air Conditioning ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Anti-whiplash front head restraints ~ Dual front impact airbags ~ Dual front side impact airbags",-30,1,0,86637,215,-593,26,34,0,0,13000,"Excellent Price",0.196,0.79,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Black Sand Pearl","below","Orlando"," FL","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams",-2,1,0,24209,307,-823,30,38,0,1,18498,"Excellent Price",0.282,0.704,1,0,0.986
"2023-02-23","Rental Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Charcoal","Classic Silver Metallic","below","Englewood"," CO","Ashtray W/Lighter ~ Audio Value Pkg -Inc: AM/FM Stereo W/6-Disc In Dash CD Changer ~  (6) Speakers ~  Cruise Control ~ All Weather Guard Pkg -Inc: Hd Heater ~  Rear Heat Ducts ~  Windshield Molding ~ Fabric Seat Trim (Std) ~ 50 State Emissions",-2,3,1,91875,99,-995,30,38,1,3,5999,"Excellent Price",0.088,0.898,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Black Sand Pearl","below","Frederick"," MD","S Premium Package ~ 6 Speakers ~ AM/FM radio: SiriusXM ~ CD player ~ Radio data system ~ Radio: Entune Premium Audio w/Navigation/App Suite ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power driver seat ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes",-30,1,3,103575,232,-585,29,37,3,1,14000,"Excellent Price",0.228,0.758,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Super White","below","Falls Church"," VA","Front Wheel Drive ~ Power Steering ~ ABS ~ 4-Wheel Disc Brakes ~ Brake Assist ~ Steel Wheels ~ Tires - Front Performance ~ Tires - Rear Performance ~ Wheel Covers ~ Temporary Spare Tire ~ Power Mirror(s) ~ Rear Defrost ~ Intermittent Wipers ~ Variable Speed Intermittent Wipers ~ Daytime Running Lights ~ Automatic Headlights ~ LED Headlights ~ Automatic Highbeams",-19,1,0,58480,313,-747,30,38,0,0,18900,"Excellent Price",0.304,0.682,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Barcelona Red Metallic","below","Macon"," GA","6 Speakers ~ AM/FM radio ~ CD player ~ MP3 decoder ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags",-42,4,1,195566,133,-859,29,37,1,4,8000,"Excellent Price",0.102,0.884,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Super White","below","Orlando"," FL","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio AM/FM w/Navigation ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 3-year trial",-72,1,0,46187,287,-920,30,38,0,1,17300,"Excellent Price",0.154,0.832,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Celestite Gray Metallic","below","Gastonia"," NC","6 Speakers ~ AM/FM radio ~ CD player ~ Radio data system ~ Radio: AM/FM/CD Player w/6.1'' Touch Screen ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Speed-sensing steering ~ Traction control ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Front anti-roll bar",-20,2,0,43895,275,-597,29,38,0,0,16577,"Excellent Price",0.242,0.744,1,0,0.986
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Barcelona Red Metallic","below","Winter Park"," FL","Lane Keeping Assist ~ Bluetooth Connection ~ Light Gray ~  Premium Fabric Seat Trim ~ Barcelona Red Metallic ~ 50 State Emissions",-14,1,0,101918,265,-698,30,38,0,1,15991,"Excellent Price",0.122,0.862,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Black","below","Sterling"," VA","Door Handle Color - Body-Color ~  Exhaust Tip Color - Chrome ~  Front Bumper Color - Body-Color ~  Grille Color - Black ~  Mirror Color - Body-Color ~  Rear Bumper Color - Body-Color ~  Rear Spoiler - Lip ~  Window Trim - Black ~  Steering Ratio - 17.8 ~  Turns Lock-To-Lock - 3.2 ~  Floor Material - Carpet ~  Front Air Conditioning - Automatic Climate Control ~  Front Air Conditioning Zones - Single ~  Steering Wheel Trim - Leather ~  Interior Accents - Color Keyed ~  Interior Accents - Metallic-Tone ~  Armrests - Rear Center With Cupholders ~  Assist Handle - Front",-21,1,0,140800,181,-620,29,37,0,1,10899,"Excellent Price",0.084,0.9,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Charcoal","Black Sand Pearl","below","Pinellas Park"," FL","Sun/Moonroof ~ Rear Spoiler ~ 5-Piece Carpeted Floor Mat Set (Ppo) ~ AM/FM Stereo W/CD/MP3 Player -Inc: Aux Audio Jack ~  Usb Port W/Ipod Connectivity ~  Bluetooth Hands-Free Phone &amp; Music Streaming ~  Xm Satellite Radio W/(3) Months Subscription ~  (6) Speakers ~  CD Text Display ~  Auto Sound Leveling ~ Pwr Tilt/Slide Moonroof -Inc: Sunshade (Req: Ex Stereo) ~ Dark Charcoal ~  Fabric Seat Trim ~ Black Sand Pearl ~ 50 State Emissions",-15,2,0,91526,182,-482,26,34,0,2,10998,"Excellent Price",0.198,0.786,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Super White","below","Morrow"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial",-54,1,0,45122,301,-659,30,38,0,1,18188,"Excellent Price",0.168,0.816,1,0,0.984
"2023-02-23","Mixed Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Celestite Gray Metallic","below","Orlando"," FL","4 Cylinder Engine ~ ABS ~ A/C ~ A/T ~ Adaptive Cruise Control ~ Adjustable Steering Wheel ~ AM/FM Stereo ~ Automatic Headlights ~ Auxiliary Audio Input ~ Back-Up Camera ~ Brake Assist ~ Bucket Seats ~ CD Player ~ Child Safety Locks ~ Climate Control ~ Cloth Seats ~ Temporary Spare Tire ~ CVT Transmission",-18,1,0,130540,199,-858,28,36,0,0,11991,"Excellent Price",0.108,0.876,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Sand","Wind Chill Pearl","below","Fayetteville"," NC","Air Conditioning ~ Alarm System ~ AM/FM ~ AM/FM Radio ~ Automatic Headlights ~ Aux Audio Jack ~ Backup Camera ~ Bluetooth ~ Child Safety Door Locks ~ Cruise Control ~ Daytime Running Lights ~ Driver Airbag ~ Electronic Brake Assistance ~ Front Side Airbag ~ Front Side Airbag with Head Protection ~ Handsfree Wireless ~ Interval Wipers ~ Keyless Entry",-27,2,1,137557,182,-964,29,38,1,1,10998,"Excellent Price",0.154,0.83,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Celestite","below","Newberry"," SC","Engine: 1.8L I-4 DOHC 16-Valve; Valvematic ~ Transmission: Continuously Variable (CVTi-S) ~ Front-Wheel Drive ~ 4.76 Axle Ratio ~ Battery w/Run Down Protection ~ Gas-Pressurized Shock Absorbers ~ Front And Rear Anti-Roll Bars ~ Electric Power-Assist Steering ~ 13.2 Gal. Fuel Tank ~ Single Stainless Steel Exhaust ~ Strut Front Suspension w/Coil Springs ~ Multi-Link Rear Suspension w/Coil Springs ~ 4-Wheel Disc Brakes w/4-Wheel ABS; Front Vented Discs; Brake Assist; Hill Hold Control and Electric Parking Brake ~ Wheels: 15' Styled Steel ~ Tires: P195/65R15 All-Season ~ Wheels w/Full Wheel Covers ~ Steel Spare Wheel ~ Compact Spare Tire Mounted Inside Under Cargo",-38,1,0,43009,303,-950,30,38,0,1,18300,"Excellent Price",0.214,0.77,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Cream","Blue","below","Leesburg"," VA","A/C Front ~ CD Player ~ Anti-Lock Brakes ~ Driver Air Bag ~ Dual Climate Controls ~ Entertainment System ~ Power Mirrors ~ Power Steering ~ Power Windows ~ Side Air Bag ~ Tilt Wheel ~ Traction Control ~ MP3 Player ~ Satellite Radio  ~ Backup Camera ~ Bluetooth Capable ~ Passenger Air Bag ~ Rear Air Bags",-88,1,0,71750,248,-660,28,36,0,0,14995,"Excellent Price",0.158,0.826,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Gray","below","Marietta"," GA","4-Cyl 1.8 Liter ~ Auto CVTi-S w/Man Mode ~ FWD ~ Traction Control ~ Stability Control ~ ABS (4-Wheel) ~ Keyless Entry ~ Keyless Start ~ Air Conditioning ~ Power Windows ~ Power Door Locks ~ Cruise Control ~ Power Steering ~ Tilt Wheel ~ AM/FM Stereo ~ CD/MP3 (Multi Disc) ~ Satellite Feature ~ Bluetooth Wireless",-7,1,0,103447,207,-971,29,37,0,1,12499,"Excellent Price",0.094,0.89,1,0,0.984
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Tan","Classic Silver Metallic","below","Warrenton"," VA","4-Cyl 1.8 Liter ~ Automatic ~ FWD ~ Traction Control ~ Stability Control ~ ABS (4-Wheel) ~ Air Conditioning ~ Power Windows ~ Power Door Locks ~ Cruise Control ~ Power Steering ~ Tilt Wheel ~ AM/FM Stereo ~ CD/MP3 (Single Disc) ~ Dual Air Bags ~ Alloy Wheels ~ Distronic ~ Center Console",-9,5,0,116149,124,-472,30,38,0,5,7499,"Excellent Price",0.17,0.812,1,0,0.982
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Gray","below","Seffner"," FL","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 132 Horsepower ~ 6000 Horsepower RPM ~ 128 Torque ~ 4400 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ 29 EPA City Fuel Economy ~ 37 EPA Highway Fuel Economy ~ 32 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable ~ 1 Gear Number ~ 2.48 First Gear Ratio ~ 2.6 Reverse Gear Ratio ~ Disc Front Brakes",-57,2,1,113603,182,-618,29,37,1,2,10994,"Excellent Price",0.122,0.86,1,0,0.982
"2023-02-23","Fleet Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Barcelona Red Metallic","below","Rialto"," CA","Gas Engine Type ~ Regular Unleaded Fuel Type ~ 132 Horsepower ~ 6000 Horsepower RPM ~ 128 Torque ~ 4400 Torque RPM ~ 1.8 Engine Displacement ~ Inline Engine Configuration ~ 4 Cylinders ~ 29 EPA City Fuel Economy ~ 38 EPA Highway Fuel Economy ~ 32 EPA Combined Fuel Economy ~ Automatic Transmission Type ~ Continuously Variable ~ 1 Gear Number ~ 2.48 First Gear Ratio ~ 2.6 Reverse Gear Ratio ~ Disc Front Brakes",-293,3,1,100311,224,-556,29,38,1,3,13495,"Excellent Price",0.162,0.82,1,0,0.982
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Celestite","below","Marietta"," GA","6 Speakers ~ AM/FM radio: SiriusXM ~ Radio data system ~ Radio: Audio ~ Air Conditioning ~ Automatic temperature control ~ Rear window defroster ~ Power steering ~ Power windows ~ Remote keyless entry ~ Steering wheel mounted audio controls ~ Four wheel independent suspension ~ Traction control ~ 4-Wheel Disc Brakes ~ ABS brakes ~ Dual front impact airbags ~ Dual front side impact airbags ~ Emergency communication system: Safety Connect with 1-year trial",-22,1,0,45458,293,-892,30,38,0,1,17694,"Excellent Price",0.174,0.808,1,0,0.982
"2023-02-23","Fleet Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Black","Classic Silver Metallic","below","Stone Mountain"," GA","1 12V DC Power Outlet ~ 13.2 Gal. Fuel Tank ~ 2 LCD Monitors In The Front ~ 4-Wheel Disc Brakes w/4-Wheel ABS- Front Vented Discs- Brake Assist- Hill Hold Control and Electric Parking Brake ~ 4.76 Axle Ratio ~ 60-40 Folding Bench Front Facing Fold Forward Seatback Rear Seat ~ Air Filtration ~ Airbag Occupancy Sensor ~ Analog Appearance ~ Auto On/Off Projector Beam Led Low/High Beam Daytime Running Auto High-Beam Headlamps w/Delay-Off ~ Automatic Air Conditioning ~ Back-Up Camera ~ Battery w/Run Down Protection ~ Black Grille ~ Black Side Windows Trim ~ Body-colored door handles ~ Body-Colored Front Bumper w/Black Bumper Insert ~ Body-Colored Power Side Mirrors w/Manual Folding",-127,1,0,72121,278,-845,30,38,0,1,16770,"Excellent Price",0.124,0.858,1,0,0.982
"2023-02-23","Personal Use","Clean","Gas","FWD","1.8L Inline-4 Gas","Cream","Barcelona Red Metallic","below","Marietta"," GA","Air Conditioning ~  Cruise Control ~  Power Steering ~  Power Windows ~  Power Door Locks ~  Power Mirrors ~  Memory Seat Position ~  Clock ~  Tachometer ~  Digital Info Center ~  Tilt Steering Wheel ~  Telescoping Steering Wheel ~  Steering Wheel Radio Controls ~  Driver Airbag ~  Passenger Airbag ~  Side Airbags ~  ABS Brakes ~  Traction Control",0,2,2,64807,232,-728,29,38,2,2,13995,"Excellent Price",0.174,0.808,1,0,0.982
